Accident_Date,Accident_Time,ID,Severity,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Stop,Traffic_Calming,Traffic_Signal,Day_or_Night
2022-09-15,07:24:00,A-5124317,2,33.396587,-111.967289,33.407233000000005,-111.970155,0.754,Incident on I-10 WB near BROADWAY RD Center lane blocked. Expect Delays.,I-10 W,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,80.0,80.0,48.0,28.69,10.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-08,14:20:00,A-4017958,2,33.462733,-112.183949,33.462648,-112.132121,2.987,Stationary traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 67th Ave/Exit 137 (I-10) to 35th Ave/Exit 141 (I-10) due to accident.,I-10 E,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,71.0,71.0,12.0,28.93,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-25,15:32:00,A-3786027,2,33.613989000000004,-112.116781,33.535377000000004,-112.112433,5.437,Slow traffic on Black Canyon Fwy S - I-17 S from Greenway Rd/Exit 211 (I-17) to Bethany Home Rd/Exit 204 (I-17) due to accident.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85023,US,US/Mountain,KDVT,61.0,61.0,23.0,28.42,10.0,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-02,17:15:00,A-724687,3,33.495521999999994,-112.112961,,,0.0,Lane blocked due to accident on I-17 Southbound at Exit 202 Black Canyon Hwy.,Black Canyon Fwy N,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,60.0,60.0,10.0,28.57,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-07,06:45:00,A-720000,2,33.523979,-112.129921,,,0.0,Crash on Bethany Home Rd at 33rd Ave.,N 33rd Ave,Phoenix,Maricopa,AZ,85017,US,US/Mountain,KPHX,55.0,55.0,17.0,29.09,10.0,E,7.0,0.0,Fair,False,False,True,False,False,True,False,False,False,True,Night
2022-04-27,09:15:00,A-3970956,2,33.418413,-111.891099,33.432102,-111.89087,0.946,Slow traffic on AZ-101 Loop N - Price Fwy N - Loop 101 N from Broadway Rd/Exit 53 (Price Fwy/AZ-101) to AZ-202/Exit 51 (Price Fwy/Pima Fwy/AZ-101) due to accident.,E Victory Dr,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,75.0,75.0,14.0,28.66,10.0,ESE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-11,00:41:00,A-3948577,2,33.49436,-112.233794,33.494335,-112.234665,0.05,Incident on INDIAN SCHOOL RD near HOUSE 8100 Expect delays., W Indian School Rd,Phoenix,Maricopa,AZ,85033,US,US/Mountain,KGEU,59.0,59.0,28.0,28.82,10.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,True,False,False,Night
2022-01-21,06:48:00,A-3982161,2,33.596045000000004,-112.117019,33.565382,-112.117076,2.119,Stationary traffic on Black Canyon Fwy S - I-17 S from Thunderbird Rd/Exit 210 (I-17) to Dunlap Ave/Exit 207 (I-17) due to accident.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85029,US,US/Mountain,KDVT,45.0,45.0,42.0,28.43,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-01-21,04:03:00,A-739253,2,33.422829,-112.203957,,,0.0,Accident on 67th Ave Southbound at Lower Buckeye Rd.,S 67th Ave,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,44.0,41.0,56.0,28.92,10.0,N,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Night
2022-01-15,14:30:00,A-4232427,4,33.203517,-111.875759,33.218037,-111.875774,1.003,Incident on DOBSON RD near HUNT HWY Road closed. Take alternate route.,E Hunt Hwy,Chandler,Maricopa,AZ,85248,US,US/Mountain,KCHD,72.0,72.0,16.0,28.83,10.0,E,7.0,,Fair,False,False,False,False,False,False,False,True,False,False,Day
2022-09-06,13:43:00,A-4642054,2,33.578297,-112.179208,33.579077000000005,-112.179203,0.054,Incident on N 56TH DR near HOUSE 10200 Expect delays., W Brown St,Glendale,Maricopa,AZ,85302,US,US/Mountain,KGEU,105.0,105.0,13.0,28.73,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-05-24,11:45:00,A-612550,2,33.386387,-111.724854,,,0.0,Lane blocked due to crash on US-60 Eastbound before Exit 186 Higley Rd.,,Mesa,Maricopa,AZ,85206,US,US/Mountain,KFFZ,90.0,90.0,10.0,28.61,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-08-23,17:29:00,A-4377893,2,33.480226,-112.043743,33.480231,-112.042916,0.048,Incident on E THOMAS RD near HOUSE 1700 Expect delays., E Thomas Rd,Phoenix,Maricopa,AZ,85016,US,US/Mountain,KPHX,102.0,102.0,27.0,28.51,10.0,ENE,12.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,True,False,False,Day
2022-09-15,18:20:00,A-4981437,2,33.461534,-112.099743,33.461581,-112.095513,0.244,Stationary traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 27th Ave/Exit 142 (I-10) to 19th Ave/Exit 143C (I-10) due to accident.,I-10 E,Phoenix,Maricopa,AZ,85007,US,US/Mountain,KPHX,97.0,97.0,19.0,28.58,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-12-27,11:32:00,A-3856986,2,33.385424,-111.943474,33.385449,-111.934176,0.536,Incident on US-60 EB near RURAL RD Right lane blocked. Expect delays.,Superstition Fwy E,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,65.0,65.0,33.0,28.81,10.0,ESE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-07-14,17:39:00,A-4970995,2,33.248798,-111.978639,33.223979,-111.987434,1.789,Slow traffic on AZ-347 from I-10 (W Queen Creek Rd/AZ-347) to Beltline Rd/W Riggs Rd (Maricopa Rd/AZ-347) due to accident.,Maricopa Rd,Chandler,Maricopa,AZ,85226,US,US/Mountain,KCHD,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,Day
2022-04-28,10:06:00,A-3778078,2,33.60643744452664,-112.116605,33.614747444526635,-112.116525,0.574,Crash blocking the right lane on I-17 Northbound near Greenway Rd (211),N Black Canyon Fwy,Phoenix,Maricopa,AZ,85029,US,US/Mountain,KDVT,76.0,76.0,14.0,28.23,10.0,SE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-09-02,11:20:00,A-518235,3,33.430019,-112.106514,,,0.0,Left lane blocked due to crash on I-17 Southbound at Exits 197 198 199A Black Canyon Fwy.,Arizona Veterans Memorial Hwy,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,95.0,95.0,36.0,28.67,10.0,SSE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-09-02,16:39:00,A-4470042,2,33.573765,-112.117196,33.540695,-112.112436,2.301,Stationary traffic on Black Canyon Fwy S - I-17 S from Peoria Ave/Exit 208 (I-17) to Glendale Ave/Exit 205 (I-17) due to accident.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85021,US,US/Mountain,KDVT,103.0,103.0,24.0,28.15,10.0,WSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-12-17,09:20:00,A-4595108,2,33.479743,-112.246472,33.480257,-112.246473,0.036,Incident on N 87TH AVE near W THOMAS RD Expect delays., N 87th Ave,Phoenix,Maricopa,AZ,85037,US,US/Mountain,KGEU,43.0,39.0,36.0,28.98,10.0,N,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Day
2022-03-08,08:14:00,A-685201,2,33.567532,-112.182899,,,0.0,Crash on 57th Dr at Olive Ave.,W Olive Ave,Glendale,Maricopa,AZ,85302,US,US/Mountain,KGEU,50.0,50.0,22.0,28.96,10.0,N,10.0,0.0,Fair,False,False,False,False,False,False,False,True,False,False,Day
2022-12-12,14:36:00,A-4490319,2,33.385455,-111.928564,33.385498,-111.923389,0.299,Incident on US-60 near S RURAL RD Expect delays.,Superstition Fwy E,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,55.0,55.0,45.0,28.63,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-05-30,15:27:00,A-5311033,2,33.427539,-112.625812,33.44567,-112.552975,4.383,Stationary traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from N Palo Verde Rd/Exit 109 (I-10) to S Watson Rd/Exit 117 (I-10) due to accident.,I-10 E,Buckeye,Maricopa,AZ,85326,US,US/Mountain,KBXK,93.0,93.0,11.0,28.56,10.0,SSW,16.0,0.0,,False,False,False,False,False,False,False,False,False,False,Day
2022-02-27,18:26:00,A-4169568,2,33.422252,-112.099747,33.422184,-112.099746,0.005,Incident on S 19TH AVE near W LOWER BUCKEYE RD Expect delays., S 19th Ave,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,67.0,67.0,14.0,28.94,10.0,WSW,5.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,True,Night
2022-05-21,08:16:00,A-4722772,2,33.640151,-112.095756,33.640069,-112.095756,0.006,Incident on N 17TH AVE near W BELL RD Drive with caution.,W Bell Rd,Phoenix,Maricopa,AZ,85023,US,US/Mountain,KDVT,71.0,71.0,38.0,28.22,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Day
2022-11-21,17:28:00,A-3856787,2,33.584282,-112.013113,33.584742,-112.013122,0.032,Incident on N 32ND ST near HOUSE 10800 Expect delays., N 32nd St,Phoenix,Maricopa,AZ,85028,US,US/Mountain,KSDL,66.0,66.0,21.0,28.43,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-02-18,12:06:00,A-4530016,2,33.538555,-112.122402,33.538555,-112.123324,0.053,Incident on GLENDALE AVE near HOUSE 3000 Expect delays.,W Glendale Ave,Phoenix,Maricopa,AZ,85051,US,US/Mountain,KDVT,61.0,61.0,16.0,28.6,10.0,SW,6.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,Day
2022-02-18,17:55:00,A-4468348,2,33.400693,-111.926298,33.401458,-111.926294,0.053,Incident on RURAL RD near HOUSE 2600 Drive with caution., E Alameda Dr,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,70.0,70.0,10.0,28.88,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-18,16:37:00,A-5449949,2,33.427854,-112.03644,33.398549,-111.967618,4.456,Slow traffic on Maricopa Fwy E - Papago Fwy E - US-60 E - I-10 E - Pearl Harbor Memorial Hwy from Buckeye Rd/Exit 149 (I-10) to US-60/Exit 154 (I-10) due to accident.,I-10 E,Phoenix,Maricopa,AZ,85034,US,US/Mountain,KPHX,71.0,71.0,10.0,28.89,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-01-03,15:08:00,A-4053916,2,33.601035,-112.116949,33.582238000000004,-112.117091,1.2990000000000002,Slow traffic on Black Canyon Fwy S - I-17 S from Thunderbird Rd/Exit 210 (I-17) to Peoria Ave/Exit 208 (I-17) due to accident.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85029,US,US/Mountain,KDVT,62.0,62.0,22.0,28.48,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-04-13,07:37:00,A-651742,2,33.553101,-112.116997,,,0.0,Crash on Northern Ave at 27th Ave.,N 27th Ave,Phoenix,Maricopa,AZ,85051,US,US/Mountain,KDVT,48.0,44.0,14.0,28.42,10.0,ENE,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Day
2022-07-27,17:26:00,A-3825638,2,33.668861,-112.112031,33.668381,-112.192557,4.631,Slow traffic on Loop 101 W - AZ-101 Loop W - Agua Fria Fwy W from 19th Ave/Exit 24 (Pima Fwy/AZ-101) to 59th Ave/Exit 19 (Agua Fria Fwy/AZ-101) due to accident.,AZ-101 Loop W,Phoenix,Maricopa,AZ,85027,US,US/Mountain,KDVT,90.0,90.0,42.0,28.24,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-04-20,05:29:00,A-4254504,2,33.651391267616034,-111.8984234,33.641251267616035,-111.8907034,0.8290000000000001,Incident on AZ-101 near E RAINTREE DR Expect delays.,AZ-101-LOOP,Scottsdale,Maricopa,AZ,85255,US,US/Mountain,KSDL,69.0,69.0,17.0,28.16,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-01-25,08:43:00,A-735369,3,33.610794,-112.11657,,,0.0,Right lane blocked due to accident on I-17 Southbound at Thunderbird Rd.,W Thunderbird Rd,Phoenix,Maricopa,AZ,85023,US,US/Mountain,KDVT,49.0,49.0,64.0,28.34,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-11-14,14:36:00,A-5437104,2,33.459216999999995,-112.001323,33.462146999999995,-112.032787,1.825,Stationary traffic on AZ-202 Loop W - Red Mountain Fwy W from AZ-143/Exit 3 (AZ-202 Loop/Red Mountain Fwy) to 24th St/Exit 1B (AZ-202 Loop/Red Mountain Fwy) due to accident.,AZ-202 Loop W,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,65.0,65.0,22.0,28.86,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-05-26,19:28:00,A-4060780,2,33.282588,-111.811438,33.282989,-111.773958,2.165,Stationary traffic on Santan Fwy E - AZ-202 Loop E from McQueen Rd (AZ-202 Loop/Santan Fwy) to Val Vista Dr (AZ-202 Loop/Santan Fwy) due to accident.,AZ-202-LOOP,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,104.0,104.0,8.0,28.47,10.0,NW,8.0,,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-02-02,17:23:00,A-4966175,2,33.38662505133921,-111.7429411,33.38660505133921,-111.7469011,0.228,Incident on US-60 WB near S VAL VISTA DR Left shoulder closed.,US-60,Mesa,Maricopa,AZ,85206,US,US/Mountain,KFFZ,58.0,58.0,11.0,28.59,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-12-04,10:29:00,A-4242253,2,33.426943,-112.031622,33.430337,-112.037344,0.405,Stationary traffic on I-10 W - Pearl Harbor Memorial Hwy - Papago Fwy W from 24th St/Exit 150B (I-10) to I-17/Exit 150 (I-10) due to accident.,I-10 W,Phoenix,Maricopa,AZ,85034,US,US/Mountain,KPHX,61.0,61.0,90.0,28.9,10.0,E,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-07-15,02:07:00,A-4821105,2,33.670363,-111.965604,33.668696999999995,-111.962077,0.233,Crash blocking the HOV lane on 101-LOOP Eastbound near 56th St (32),AZ-101-LOOP,Phoenix,Maricopa,AZ,85054,US,US/Mountain,KSDL,92.0,92.0,35.0,28.23,10.0,NNE,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,Night
2022-02-08,06:39:00,A-4677164,2,33.508922,-112.226852,33.508986,-112.22047,0.368,Stationary traffic from 83rd Ave (W Camelback Rd) to 75th Ave (W Camelback Rd) due to accident., N 78th Ave,Glendale,Maricopa,AZ,85303,US,US/Mountain,KGEU,44.0,44.0,35.0,29.05,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,True,False,False,Night
2022-05-16,01:14:00,A-5293948,2,33.272702,-111.961692,33.270851,-111.960247,0.153,Crash on the right shoulder on I-10 Eastbound near E Riggs Rd (163),I-10 E,Chandler,Maricopa,AZ,85226,US,US/Mountain,KCHD,70.0,70.0,25.0,28.5,10.0,E,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-09-19,16:21:00,A-4615165,2,33.396659,-112.099227,33.391545,-112.099132,0.353,Stationary traffic on S 19th Ave from W Broadway Rd to W Baseline Rd due to accident., S 19th Ave,Phoenix,Maricopa,AZ,85041,US,US/Mountain,KPHX,100.0,100.0,17.0,28.52,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-03-23,14:39:00,A-4161029,2,33.462094,-112.019811,33.462103000000006,-112.037294,1.008,Stationary traffic on AZ-202 Loop W - Red Mountain Fwy W from exit [1B] to exit [1A] due to accident.,AZ-202 Loop W,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,78.0,78.0,7.0,28.92,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-08-09,05:52:00,A-542502,1,33.425781,-112.065132,,,0.0,Crash on 7th St at Watkins St.,S 7th St,Phoenix,Maricopa,AZ,85034,US,US/Mountain,KPHX,76.0,76.0,85.0,28.75,10.0,ENE,13.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,True,Day
2022-12-05,14:26:00,A-3731969,2,33.282712,-111.82684,33.282907,-111.784061,2.471,Slow traffic on Santan Fwy E - AZ-202 Loop E from AZ-87/Arizona Ave (AZ-202 Loop/Santan Fwy) to Gilbert Rd (AZ-202 Loop/Santan Fwy) due to accident.,AZ-202-LOOP,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,68.0,68.0,64.0,28.61,10.0,S,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-04-27,07:55:00,A-636190,3,33.457832,-112.340706,,,0.0,Center lane blocked due to crash on I-10 Westbound after Exit 129 Dysart Rd.,I-10 E,Avondale,Maricopa,AZ,85323,US,US/Mountain,KGYR,72.0,72.0,16.0,28.82,10.0,VAR,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-12-20,06:35:00,A-5096440,2,33.491239,-111.930241,33.491253,-111.92881,0.082,Incident on E 2ND ST near N GOLDWATER BLVD Expect delays.,E 2nd St,Scottsdale,Maricopa,AZ,85251,US,US/Mountain,KPHX,44.0,44.0,65.0,29.05,10.0,E,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,Night
2022-04-20,09:19:00,A-5001620,2,33.43670725806505,-112.038306,33.43670725806505,-112.036976,0.077,Incident on E BUCKEYE RD near I-10 Expect delays., E Buckeye Rd,Phoenix,Maricopa,AZ,85034,US,US/Mountain,KPHX,73.0,73.0,17.0,28.64,10.0,ENE,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Day
2022-01-18,07:27:00,A-744070,2,33.488941,-111.960838,,,0.0,Accident bicycle involved on 56th St at Indian School Rd.,E Indian School Rd,Phoenix,Maricopa,AZ,85018,US,US/Mountain,KPHX,54.0,54.0,51.0,28.8,10.0,E,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,Night
2022-06-02,12:10:00,A-4490247,2,33.462263,-112.420323,33.462554,-112.495326,4.323,Stationary traffic on I-10 W - Pearl Harbor Memorial Hwy - Papago Fwy W from N Sarival Ave (I-10) to Verrado Way/Exit 120 (I-10) due to accident.,I-10,Goodyear,Maricopa,AZ,85338,US,US/Mountain,KGYR,91.0,91.0,13.0,28.78,10.0,VAR,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-04-26,17:40:00,A-3843470,2,33.581934000000004,-112.148326,33.581113,-112.151531,0.193,Stationary traffic from N 41st Ave to W Camino Acequia due to accident., W Peoria Ave,Phoenix,Maricopa,AZ,85051,US,US/Mountain,KDVT,94.0,94.0,7.0,28.16,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-08-13,12:01:00,A-3719398,2,33.441026,-112.684649,33.443536,-112.695825,0.667,Crash blocking the left lane on I-10 Westbound near Hassayampa River (MP 109),I-10,Buckeye,Maricopa,AZ,85326,US,US/Mountain,KBXK,95.0,95.0,36.0,28.9,10.0,SSE,7.0,0.0,,False,False,False,False,False,False,False,False,False,False,Day
2022-05-04,08:48:00,A-4396810,2,33.533134999999994,-112.112436,33.520345,-112.112402,0.884,Incident on I-17 SB near NORTHERN AVE Right shoulder closed.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,73.0,73.0,22.0,28.66,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,True,False,False,Day
2022-08-11,08:35:00,A-3942707,2,33.46154,-112.099153,33.461165,-112.079896,1.11,Crash on the left shoulder on I-10 Eastbound near 35th Ave (MP 141),I-10 E,Phoenix,Maricopa,AZ,85007,US,US/Mountain,KPHX,86.0,86.0,53.0,28.81,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-11-10,08:42:00,A-4229892,2,33.43611,-111.904199,33.436226,-111.923495,1.113,Slow traffic on AZ-202 Loop W - Red Mountain Fwy W from AZ-101/Exit 9 (AZ-202 Loop/Red Mountain Fwy) to Scottsdale Rd/Exit 7 (AZ-202 Loop/Red Mountain Fwy) due to accident.,AZ-202-LOOP,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,55.0,55.0,67.0,28.86,10.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-08-05,16:38:00,A-544549,2,33.38657,-111.753769,,,0.0,HOV lane blocked due to crash on US-60 Westbound after Exit 184 Val Vista Dr.,S Val Vista Dr,Mesa,Maricopa,AZ,85204,US,US/Mountain,KFFZ,102.0,,23.0,28.62,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,True,Day
2022-05-18,18:12:00,A-3941867,2,33.509452,-112.123976,33.50945,-112.124608,0.036,Incident on CAMELBACK RD near HOUSE 3000 Expect delays.,W Camelback Rd,Phoenix,Maricopa,AZ,85017,US,US/Mountain,KPHX,100.0,100.0,7.0,28.61,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-06-10,06:51:00,A-597208,3,33.304558,-111.972137,,,0.0,Right lane blocked due to crash on I-10 Eastbound at Exit 160 Chandler Blvd.,I-10 W,Chandler,Maricopa,AZ,85226,US,US/Mountain,KCHD,84.0,84.0,37.0,28.52,10.0,CALM,0.0,,Fair,False,False,False,False,True,False,False,False,False,False,Day
2022-06-30,14:04:00,A-4849898,2,33.63348,-111.902657,33.634526,-111.907677,0.298,Stationary traffic on E Frank Lloyd Wright Blvd from Hayden Rd to Greenway Hayden Loop due to accident.,E Frank Lloyd Wright Blvd,Scottsdale,Maricopa,AZ,85260,US,US/Mountain,KSDL,97.0,97.0,27.0,28.3,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-09,13:34:00,A-715972,2,33.396609999999995,-111.891205,,,0.0,Lane blocked due to crash on AZ-101-LOOP Northbound at Exit 54 Price Rd.,AZ-101 Loop S,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,76.0,76.0,9.0,28.81,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-05-16,08:07:00,A-621148,2,33.435871,-111.902557,,,0.0,Left lane blocked due to crash on AZ-202-LOOP Westbound near Exit 8 Mcclintock Dr.,AZ-202-LOOP,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,77.0,77.0,15.0,28.62,10.0,E,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-04-03,16:38:00,A-3774282,2,33.461945,-112.146742,33.462831,-112.163515,0.969,Slow traffic on I-10 W - Pearl Harbor Memorial Hwy - Papago Fwy W from 35th Ave/Exit 141 (I-10) to 51st Ave/Exit 139 (I-10) due to accident.,I-10 W,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,84.0,84.0,15.0,28.53,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-01-28,06:43:00,A-731093,3,33.219173,-111.919899,,,0.0,Lane blocked due to accident on I-10 Eastbound at Exit 167 Riggs Rd.,E Riggs Rd,Chandler,Maricopa,AZ,85248,US,US/Mountain,KCHD,52.0,52.0,21.0,28.99,10.0,NNE,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-07-13,16:23:00,A-567339,3,33.462189,-112.182701,,,0.0,Right lane blocked due to crash on I-10 Westbound near Exit 138 AZ-202-LOOP.,78B,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,95.0,95.0,29.0,28.71,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-09-16,19:11:00,A-4866693,2,33.458023,-112.315058,33.457888,-112.329444,0.8290000000000001,Crash on the left shoulder on I-10 Westbound near Agua Fria River (MP 131),I-10,Avondale,Maricopa,AZ,85392,US,US/Mountain,KGEU,94.0,94.0,23.0,28.59,10.0,SSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-07-11,17:03:00,A-3744119,2,33.538271,-112.045325,33.53828,-112.044683,0.037,Incident on GLENDALE AVE near HOUSE 1600 Expect delays., E Glendale Ave,Phoenix,Maricopa,AZ,85020,US,US/Mountain,KSDL,112.0,112.0,11.0,28.09,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,True,False,False,Day
2022-04-13,18:55:00,A-4374748,2,33.40649485572144,-111.9694698,33.411094855721444,-111.9799298,0.682,Crash blocking the left lanes on I-10 Westbound near Broadway Rd (154),I-10,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,74.0,74.0,5.0,28.76,10.0,WSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-07,13:43:00,A-4124596,2,33.356181,-111.841803,33.356891999999995,-111.841806,0.049,Incident on AZ-87 NB near E CAMPBELL RD Drive with caution., N Arizona Ave,Chandler,Maricopa,AZ,85225,US,US/Mountain,KCHD,70.0,70.0,15.0,28.96,10.0,NNE,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-06-25,20:23:00,A-3929051,2,33.444028,-112.10829,33.428745,-112.10027,1.153,Stationary traffic on Black Canyon Fwy S - US-60 E - I-17 S from Adams St/Exit 199B (I-17) to US-60/19th Ave/Exit 197 (I-17) due to accident.,Arizona Veterans Memorial Hwy,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,97.0,97.0,19.0,28.64,10.0,NNE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,Night
2022-12-15,08:28:00,A-5004451,2,33.596857,-112.036795,33.596920000000004,-112.037877,0.062,Incident on E CACTUS RD near N CAVE CREEK RD Expect delays., E Cactus Rd,Phoenix,Maricopa,AZ,85022,US,US/Mountain,KDVT,41.0,41.0,70.0,28.51,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-05-02,22:17:00,A-630419,2,33.3866,-111.719559,,,0.0,HOV lane blocked due to crash on US-60 Eastbound at Exit 186 Higley Rd.,S Higley Rd,Mesa,Maricopa,AZ,85206,US,US/Mountain,KFFZ,84.0,84.0,14.0,28.54,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
