Accident_Date,Accident_Time,ID,Severity,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Stop,Traffic_Calming,Traffic_Signal,Day_or_Night
2022-05-04,00:35:00,A-4620667,2,33.45782160743018,-112.364291,33.45775160743018,-112.352981,0.652,Crash on the right shoulder on I-10 Eastbound near Dysart Rd (129),I-10,Goodyear,Maricopa,AZ,85338,US,US/Mountain,KGYR,63.0,,34.0,28.81,10.0,,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,Night
2022-01-10,08:02:00,A-752668,2,33.494709,-112.056328,,,0.0,Accident on 12th St at Indian School Rd.,N 12th St,Phoenix,Maricopa,AZ,85014,US,US/Mountain,KPHX,58.0,58.0,27.0,29.14,10.0,ENE,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Day
2022-04-24,23:29:00,A-5410011,2,33.406713,-112.061288,33.4041,-112.061327,0.181,Incident on S 8TH ST near E BROADWAY RD Expect delays., S 8th Pl,Phoenix,Maricopa,AZ,85040,US,US/Mountain,KPHX,75.0,75.0,9.0,28.72,10.0,W,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,True,False,False,Night
2022-01-03,15:00:00,A-4452285,2,33.497898,-112.186309,33.498668,-112.186296,0.053,Incident on N 59TH AVE near W GLENROSA AVE Expect delays., N 59th Ave,Phoenix,Maricopa,AZ,85033,US,US/Mountain,KGEU,62.0,62.0,22.0,28.95,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-04-06,05:21:00,A-658916,2,33.552662,-112.209618,,,0.0,Crash on Northern Ave at 70th Ave.,N 70th Ave,Glendale,Maricopa,AZ,85303,US,US/Mountain,KGEU,66.0,66.0,36.0,28.73,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,True,False,False,Night
2022-09-14,14:44:00,A-3947838,2,33.42895,-112.099768,33.52401500000001,-112.112209,6.607,Slow traffic on US-60 W - I-17 N - Maricopa Fwy N - Black Canyon Fwy N from 7th Ave/Central Ave/Exit 196 (I-17) to Bethany Home Rd/Exit 204 (I-17) due to accident.,S 19th Ave,Phoenix,Maricopa,AZ,85007,US,US/Mountain,KPHX,95.0,95.0,21.0,28.61,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-06-18,16:57:00,A-589435,2,33.66703,-112.221306,,,0.0,Left lane blocked due to crash on AZ-101-LOOP Westbound at Exit 17 / 75th Ave.,W Menadota Dr,Glendale,Maricopa,AZ,85308,US,US/Mountain,KDVT,93.0,93.0,33.0,28.16,10.0,SE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-09-27,08:30:00,A-5257842,2,33.463192,-112.128525,33.464103,-112.131767,0.197,Incident on W CULVER ST near HOUSE 3300 Expect delays., N 33rd Ave,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,89.0,89.0,28.0,28.75,10.0,ENE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-04-11,14:29:00,A-4444747,2,33.509325,-112.204782,33.510071,-112.203102,0.11,Stationary traffic from N 68th Dr to W Pasadena Ave due to accident., W Camelback Rd,Glendale,Maricopa,AZ,85303,US,US/Mountain,KGEU,82.0,82.0,19.0,28.57,10.0,SW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-04,08:10:00,A-722083,2,33.538528,-112.125618,,,0.0,Accident on Glendale Ave at 31st Ave.,N 31st Ave,Phoenix,Maricopa,AZ,85051,US,US/Mountain,KDVT,38.0,33.0,24.0,28.77,10.0,E,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Day
2022-06-07,08:23:00,A-4213085,2,33.668623,-112.123558,33.66855,-112.082963,2.334,Stationary traffic on Loop 101 E - Pima Fwy E - AZ-101 Loop E from 35th Ave/Exit 22 (Agua Fria Fwy/AZ-101) to 7th Ave/Exit 25 (Pima Fwy/AZ-101) due to accident.,AZ-101 Loop E,Phoenix,Maricopa,AZ,85027,US,US/Mountain,KDVT,86.0,86.0,24.0,28.21,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-06-29,19:20:00,A-4270163,2,33.516726,-112.112265,33.542682,-112.112284,1.793,Slow traffic on I-17 N - Black Canyon Fwy N from Camelback Rd/Exit 203 (I-17) to Glendale Ave/Exit 205 (I-17) due to accident.,Black Canyon Fwy N,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,102.0,102.0,22.0,28.63,10.0,SSW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,True,False,False,Day
2022-02-17,08:45:00,A-706482,2,33.50946,-112.100082,,,0.0,Crash on Camelback Rd at 19th Ave.,W Camelback Rd,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,53.0,53.0,55.0,28.99,10.0,SSE,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Day
2022-05-02,13:27:00,A-4530154,2,33.868813,-112.145785,33.923875,-112.143048,3.808,Construction on I-17 NB near W ANTHEM WAY Road closed. Take alternate route.,Black Canyon Fwy N,Phoenix,Maricopa,AZ,85086,US,US/Mountain,KDVT,85.0,,15.0,28.22,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-08-03,09:48:00,A-4089061,2,33.305215999999994,-111.956472,33.305278,-111.956472,0.004,Incident on N BECK AVE near W CHANDLER BLVD Expect delays., W Chandler Blvd,Chandler,Maricopa,AZ,85226,US,US/Mountain,KCHD,91.0,91.0,34.0,28.6,10.0,SE,6.0,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,Day
2022-03-21,13:57:00,A-5448917,2,33.28270554526671,-111.8186009,33.283795545266706,-111.8299609,0.66,Incident on AZ-202-LOOP WB near MCQUEEN RD Right shoulder closed.,AZ-202-LOOP,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,72.0,72.0,14.0,28.61,10.0,W,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-10,05:58:00,A-715479,3,33.462708,-112.206657,,,0.0,Right lane blocked due to crash on I-10 Eastbound at Exit 137 67th Ave.,I-10 E,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,63.0,63.0,21.0,28.87,10.0,NNE,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-03-09,16:35:00,A-683145,2,33.462124,-112.151855,,,0.0,Crash on I-10 Westbound at Exit 140 / 43rd Ave.,I-10,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,71.0,71.0,11.0,28.66,10.0,SSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,Day
2022-08-06,05:00:00,A-544419,2,33.28698,-111.841057,,,0.0,HOV lane blocked due to crash on AZ-202-LOOP Eastbound near Exit 47 AZ-87 Arizona Ave.,AZ-202 Loop E,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,84.0,84.0,58.0,28.54,10.0,S,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-12-09,07:37:00,A-4954775,2,33.465477,-112.038017,33.471575,-112.038459,0.422,Slow traffic on AZ-51 N from I-10 (AZ-51) to Thomas Rd/Exit 2 (AZ-51) due to accident.,AZ-51 N,Phoenix,Maricopa,AZ,85006,US,US/Mountain,KPHX,47.0,47.0,68.0,28.9,10.0,CALM,0.0,0.0,Fair,False,False,True,False,True,False,False,False,False,True,Day
2022-02-05,11:34:00,A-4620599,2,33.461615,-112.072427,33.461805,-112.042904,1.702,Slow traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 7th Ave/Exit 144 (I-10) to Washington St/Exit 148 (I-10) due to accident.,Hance Deck Park Tunnel,Phoenix,Maricopa,AZ,85004,US,US/Mountain,KPHX,60.0,60.0,12.0,29.01,10.0,E,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-04-02,21:34:00,A-4768924,2,33.429308,-111.895325,33.429311,-111.893903,0.082,Incident on E RIO SALADO PW near S RIVER DR Drive with caution.,S River Dr,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,82.0,82.0,14.0,28.67,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,Night
2022-02-04,15:45:00,A-4344949,2,33.482285,-112.186406,33.480508,-112.187307,0.133,Slow traffic from W Catalina Dr to N 60th Ave due to accident., N 59th Ave,Phoenix,Maricopa,AZ,85033,US,US/Mountain,KGEU,64.0,64.0,9.0,29.15,10.0,ENE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-15,17:48:00,A-709018,3,33.462093,-112.049942,,,0.0,Lane blocked due to crash on I-10 Westbound at Exit 146 16th St.,I-10 W,Phoenix,Maricopa,AZ,85006,US,US/Mountain,KPHX,75.0,75.0,10.0,28.45,10.0,WSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-05-24,15:36:00,A-612513,2,33.408096,-111.891281,,,0.0,Lane blocked due to crash on AZ-101-LOOP Southbound at Broadway Rd.,AZ-101-LOOP,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,97.0,97.0,5.0,28.52,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-12-10,19:18:00,A-4141127,2,33.435071,-111.938501,33.435176,-111.933447,0.291,Stationary traffic on AZ-202 Loop E - Red Mountain Fwy E from N Center Pkwy/Exit 6 (AZ-202 Loop/Red Mountain Fwy) to Scottsdale Rd/Exit 7 (AZ-202 Loop/Red Mountain Fwy) due to accident.,AZ-202 Loop E,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,56.0,56.0,62.0,28.84,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-01-19,06:54:00,A-742724,3,33.462685,-112.220184,,,0.0,Right lane blocked due to accident on I-10 Eastbound at 75th Ave.,I-10 W,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,45.0,45.0,95.0,28.89,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-03-18,04:46:00,A-672619,2,33.596443,-111.891525,,,0.0,Crash on AZ-101-LOOP Northbound at Exit 40 Cactus Rd.,E Cactus Rd,Scottsdale,Maricopa,AZ,85260,US,US/Mountain,KSDL,55.0,55.0,34.0,28.33,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Night
2022-02-09,08:02:00,A-4297140,2,33.343166,-111.893326,33.369782,-111.893499,1.839,Slow traffic on AZ-101 Loop N - Price Fwy N - Loop 101 N from Warner Rd/Exit 58 (Price Fwy/AZ-101) to Guadalupe Rd/Exit 56 (Price Fwy/AZ-101) due to accident.,Price Fwy N,Chandler,Maricopa,AZ,85224,US,US/Mountain,KCHD,45.0,45.0,53.0,28.8,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-23,08:03:00,A-700364,2,33.582279,-111.891052,,,0.0,Left lane blocked due to crash on AZ-101-LOOP Southbound at Exit 41 Shea Blvd.,E Shea Blvd,Scottsdale,Maricopa,AZ,85258,US,US/Mountain,KSDL,51.0,51.0,68.0,28.22,10.0,S,8.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,True,Day
2022-04-24,10:12:00,A-4311545,2,33.382558,-111.98616,33.38225,-111.986157,0.021,Incident on S 44TH ST near E CARTER DR Expect delays., E Carter Dr,Phoenix,Maricopa,AZ,85042,US,US/Mountain,KPHX,71.0,71.0,13.0,28.74,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-05-17,12:50:00,A-619613,2,33.370521999999994,-111.89344,,,0.0,Right lane blocked due to crash on AZ-101-LOOP Southbound before Guadalupe Rd.,AZ-101-LOOP,Tempe,Maricopa,AZ,85283,US,US/Mountain,KPHX,91.0,91.0,11.0,28.68,10.0,N,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,Day
2022-08-08,08:38:00,A-543190,3,33.47929,-112.11322,,,0.0,Right hand shoulder blocked due to crash on I-17 Southbound at Thomas Rd.,I-17,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,87.0,87.0,43.0,28.77,10.0,SE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-06-28,10:18:00,A-580904,3,33.42868,-112.0662,,,0.0,Right lane blocked due to crash on I-17 Southbound at Exit 195B Maricopa Fwy.,I-17,Phoenix,Maricopa,AZ,85004,US,US/Mountain,KPHX,94.0,94.0,30.0,28.82,10.0,SE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-07-10,15:00:00,A-570536,2,33.462151,-112.021492,,,0.0,Right lane blocked due to crash on AZ-202-LOOP Eastbound after 24th Street.,AZ-202-LOOP,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,110.0,110.0,14.0,28.7,10.0,E,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-03-14,14:31:00,A-4907514,2,33.28489422782285,-111.7614162,33.29135422782285,-111.7499162,0.8,Incident on AZ-202-LOOP EB near S SANTAN VILLAGE PKWY Right shoulder closed.,,Gilbert,Maricopa,AZ,85297,US,US/Mountain,KIWA,77.0,77.0,12.0,28.67,10.0,WNW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,Day
2022-07-27,06:03:00,A-554517,1,33.462471,-112.130913,,,0.0,Left hand shoulder blocked due to crash on I-10 Eastbound at Exit 141 35th Ave.,I-10,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,86.0,86.0,51.0,28.7,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-01-10,18:00:00,A-3982162,2,33.587134000000006,-112.117046,33.567659,-112.117429,1.346,Slow traffic on Black Canyon Fwy S - I-17 S from Cactus Rd/Exit 209 (I-17) to Dunlap Ave/Exit 207 (I-17) due to accident.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85029,US,US/Mountain,KDVT,68.0,68.0,21.0,28.61,10.0,E,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-02-27,03:30:00,A-4684785,2,33.506721,-111.972037,33.507455,-111.971682,0.055,Incident on N ARCADIA DR near E PALOMINO RD Expect delays., N Arcadia Dr,Phoenix,Maricopa,AZ,85018,US,US/Mountain,KPHX,51.0,51.0,28.0,29.05,10.0,ENE,7.0,0.0,Fair,False,False,False,False,False,False,False,True,False,False,Night
2022-04-01,14:09:00,A-4701422,2,33.656974,-111.919026,33.672552,-111.994372,4.465,Slow traffic on Pima Fwy W - Loop 101 W - AZ-101 Loop W from Hayden Rd/Exit 35 (Pima Fwy/AZ-101) to AZ-51/Exit 29 (Pima Fwy/AZ-101) due to accident.,AZ-101 Loop W,Scottsdale,Maricopa,AZ,85255,US,US/Mountain,KSDL,80.0,80.0,19.0,28.21,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-05-20,06:36:00,A-615800,2,33.409668,-111.891136,,,0.0,Right lane blocked due to crash on AZ-101-LOOP Northbound near Exit 52 University Dr.,AZ-101-LOOP,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,72.0,72.0,19.0,28.43,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-03-24,15:27:00,A-3865712,2,33.357705,-112.424713,33.357644,-112.424911,0.012,Incident on ESTRELLA PW near HOUSE 9800 Expect delays., S Estrella Pkwy,Goodyear,Maricopa,AZ,85338,US,US/Mountain,KGYR,84.0,84.0,6.0,28.96,10.0,VAR,3.0,,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-12-22,14:12:00,A-4918833,2,33.489047,-111.887953,33.424577,-111.891336,4.459,Slow traffic on Price Fwy S - Loop 101 S - Pima Fwy S - AZ-101 Loop S from Indian School Rd/Exit 47 (Pima Fwy/AZ-101) to University Dr/Exit 52 (Price Fwy/AZ-101) due to accident.,AZ-101 Loop S,Scottsdale,Maricopa,AZ,85256,US,US/Mountain,KFFZ,64.0,64.0,29.0,28.85,10.0,SSW,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,Day
2022-06-14,06:36:00,A-594112,3,33.392761,-111.967407,,,0.0,Right lane blocked due to crash on I-10 Westbound near US-60.,I-10,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,82.0,82.0,28.0,28.56,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-05-16,14:09:00,A-620758,2,33.42511,-111.891006,,,0.0,Right lane blocked due to crash on AZ-101-LOOP Northbound near AZ-202-LOOP.,AZ-101-LOOP,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,100.0,100.0,5.0,28.58,10.0,SE,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,Day
2022-07-01,17:23:00,A-577137,3,33.461861,-112.119858,,,0.0,Right lane blocked due to crash on I-10 Eastbound before Exit 142 27th Ave.,I-10,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,107.0,107.0,14.0,28.56,10.0,W,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-02-19,03:10:00,A-4476442,2,33.76492381079786,-111.4940321,33.797413810797856,-111.4917121,2.249,Incident on AZ-87 NB near BALLENTINE TRAILHEAD Drive with caution.,Beeline Hwy,Scottsdale,Maricopa,AZ,85262,US,US/Mountain,KSDL,48.0,48.0,37.0,28.46,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-12-29,23:20:00,A-4104523,2,33.434125,-112.340572,33.434258,-112.340164,0.025,Incident on E BUCKEYE RD near S DYSART RD Expect delays.,CR-85,Avondale,Maricopa,AZ,85323,US,US/Mountain,KGYR,57.0,57.0,77.0,28.95,10.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,Night
2022-04-18,00:30:00,A-4211930,2,33.662155,-112.064921,33.662571,-112.064927,0.029,Incident on N 7TH ST near E UTOPIA RD Expect delays., N 7th Pl,Phoenix,Maricopa,AZ,85024,US,US/Mountain,KDVT,67.0,67.0,18.0,28.31,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-03-20,09:44:00,A-5432125,2,33.41366172,-111.6381204,33.402481718209195,-111.6404504,0.784,Incident on AZ-202-LOOP EB near BROADWAY RD Drive with caution.,AZ-202-LOOP,Mesa,Maricopa,AZ,85207,US,US/Mountain,KFFZ,66.0,66.0,32.0,28.59,10.0,W,18.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,Day
2022-01-30,18:27:00,A-729383,3,33.444805,-112.55629,,,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound near Exit 117 Watson Rd.,I-10 W,Buckeye,Maricopa,AZ,85326,US,US/Mountain,KBXK,61.0,61.0,29.0,28.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-07-20,06:17:00,A-5064355,2,33.4626,-112.13169,33.461436,-112.077271,3.138,Slow traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 43rd Ave/Exit 140 (I-10) to 7th Ave/Exit 144 (I-10) due to accident.,I-10 E,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,94.0,94.0,30.0,28.75,10.0,WNW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,Day
2022-05-19,17:51:00,A-4972179,2,33.638141999999995,-112.237525,33.639148,-112.237092,0.074,Incident on AZ-101-LOOP NB near SKUNK CRK Right lane blocked. Expect delays.,Agua Fria Fwy,Glendale,Maricopa,AZ,85308,US,US/Mountain,KDVT,95.0,95.0,8.0,28.06,10.0,W,20.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Day
2022-09-26,11:35:00,A-3841956,2,33.28738332,-111.8467104,33.28735332,-111.8643004,1.016,Slow traffic on AZ-202 Loop W - Santan Fwy W from AZ-87/Arizona Ave (AZ-202 Loop/Santan Fwy) to Alma School Rd (AZ-202 Loop/Santan Fwy) due to accident.,AZ-202-LOOP,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,97.0,97.0,22.0,28.61,10.0,E,12.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-09-23,02:47:00,A-5217289,4,33.46211314,-112.1022713,33.46746314,-112.1104813,0.6,Crash. Interchange ramp closed on ramp from I-10 Westbound to I-17 Northbound,143A,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,84.0,84.0,58.0,28.68,10.0,ENE,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,True,False,False,False,Night
2022-11-08,09:19:00,A-4489782,2,33.604834999999994,-111.976726,33.604994,-111.977246,0.032,Incident on E PARADISE VILLAGE PW near N TATUM BLVD Expect delays., E Paradise Village Pkwy,Scottsdale,Maricopa,AZ,85254,US,US/Mountain,KSDL,62.0,62.0,43.0,28.34,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-08-04,07:40:00,A-3732231,2,33.571454,-112.1173,33.542679,-112.112451,2.008,Stationary traffic on Black Canyon Fwy S - I-17 S from Peoria Ave/Exit 208 (I-17) to Glendale Ave/Exit 205 (I-17) due to accident.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85021,US,US/Mountain,KDVT,76.0,76.0,85.0,28.35,10.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,Day
2022-02-25,15:53:00,A-4213942,4,33.53536963446839,-112.1124208,33.52797963446839,-112.1123908,0.511,Construction on I-17 SB near BETHANY HOME RD Road closed. Take alternate route.,N Black Canyon Hwy,Phoenix,Maricopa,AZ,85017,US,US/Mountain,KPHX,64.0,64.0,22.0,28.85,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,Day
2022-06-10,08:30:00,A-3898995,2,33.625856,-111.925692,33.625692,-111.925693,0.011,Scottsdale Rd FROM: Greenway Hayden Lp TO: Greenway Hayden Lp - Incident - BLOCKED: Scottsdale Rd / Greenway - Hayden Loop the intersection is BLOCKED due to a crash. Please avoid the area. #scottsdale #phxtraffic, N Kierland Blvd,Scottsdale,Maricopa,AZ,85254,US,US/Mountain,KSDL,90.0,90.0,24.0,28.24,10.0,SSE,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Day
2022-11-07,18:14:00,A-4677573,2,33.482883,-112.039268,33.484893,-112.040486,0.156,Incident on AZ-51 NB near INDIAN SCHOOL RD Right lane blocked. Expect delays.,Piestewa Fwy N,Phoenix,Maricopa,AZ,85016,US,US/Mountain,KPHX,74.0,74.0,22.0,28.69,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,Night
2022-12-06,17:11:00,A-4270831,2,33.71154600000001,-112.165444,33.712558,-112.165448,0.07,Incident on N 49TH AVE near W HAPPY VALLEY RD Expect delays., N 49th Ave,Glendale,Maricopa,AZ,85310,US,US/Mountain,KDVT,63.0,63.0,67.0,28.31,10.0,SSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-09-04,05:31:00,A-4224797,2,33.540451000000004,-112.041326,33.539282,-112.041576,0.082,Incident on AZ-51 SB near ARIZONA Right shoulder closed.,AZ-51,Phoenix,Maricopa,AZ,85020,US,US/Mountain,KSDL,87.0,87.0,41.0,28.3,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Night
2022-07-27,05:49:00,A-5265579,2,33.46174836,-112.059871,33.46180836,-112.044381,0.893,Slow traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 7th St/Exit 145 (I-10) to Washington St/Exit 148 (I-10) due to accident.,I-10,Phoenix,Maricopa,AZ,85006,US,US/Mountain,KPHX,86.0,86.0,51.0,28.7,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-02-19,21:49:00,A-4188446,2,33.363729,-111.933366,33.365025,-111.933368,0.09,Incident on S COLLEGE AVE near E GUADALUPE RD Expect delays., E Guadalupe Rd,Tempe,Maricopa,AZ,85283,US,US/Mountain,KPHX,67.0,67.0,17.0,28.78,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,True,False,False,Night
2022-09-15,08:55:00,A-4853005,2,33.465392,-111.787068,33.477857,-111.774623,1.121,Crash blocking the HOV lane on 202-LOOP Eastbound near Val Vista Dr (MP 17),AZ-202-LOOP,Mesa,Maricopa,AZ,85213,US,US/Mountain,KFFZ,83.0,83.0,39.0,28.71,10.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-05-12,07:01:00,A-4254605,2,33.46567,-111.787039,33.466025,-111.820922,1.953,Stationary traffic on AZ-202 Loop W - Red Mountain Fwy W from McDowell Rd/Exit 17 (AZ-202 Loop/Red Mountain Fwy) to AZ-87/Country Club Dr/Exit 13 (AZ-202 Loop/Red Mountain Fwy) due to accident.,AZ-202-LOOP,Mesa,Maricopa,AZ,85213,US,US/Mountain,KFFZ,59.0,59.0,13.0,28.84,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-06-28,17:37:00,A-5419529,2,33.284078,-111.831217,33.282711,-111.80115,1.739,Slow traffic on Santan Fwy E - AZ-202 Loop E from AZ-87/Arizona Ave (AZ-202 Loop/Santan Fwy) to Cooper Rd (AZ-202 Loop/Santan Fwy) due to accident.,AZ-202 Loop E,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,106.0,106.0,19.0,28.55,10.0,SW,8.0,,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-01-31,16:18:00,A-5148051,2,33.46183,-112.125188,33.461724,-112.11729,0.455,Slow traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 35th Ave/Exit 141 (I-10) to 27th Ave/Exit 142 (I-10) due to accident.,I-10 E,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,69.0,69.0,16.0,28.75,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,Day
2022-10-12,07:49:00,A-3820093,2,33.417971,-111.891095,33.450106,-111.890468,2.221,Slow traffic on AZ-101 Loop N - Price Fwy N - Pima Fwy N - Loop 101 N from Broadway Rd/Exit 53 (Price Fwy/AZ-101) to McKellips Rd/Exit 50 (Pima Fwy/AZ-101) due to accident.,AZ-101 Loop N,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,72.0,72.0,46.0,28.8,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,Day
2022-10-17,12:50:00,A-3984777,2,33.306704,-111.740019,33.306704,-111.739193,0.048,Crash blocking the intersection on 202-LOOP Eastbound near Williams Field Rd (MP 41), E Williams Field Rd,Gilbert,Maricopa,AZ,85295,US,US/Mountain,KIWA,77.0,77.0,39.0,28.55,10.0,E,13.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,Day
